"Time";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
4,1;5,96074676533079;6,03039219010529;5,95959970157013;6,23455677222633;6,24765567669565;6,21978108991005;5,97941715754842;5,96636682904005;6,1275500998157;5,9188285840317;6,11158467934177;6,08561931964365;5,79918399414312;5,96176295456315;5,96120193870695;6,08369052164392;6,06094789808788;6,0554187885838;5,94984535334455;6,01303470687559;5,9290777536958;5,85761758482947;6,26357290876296;6,09081120276835;5,90953676170522;5,92341776390293;6,01737731285629;6,23027830817573;6,07837393014134;6,32299147771041;6,31139399082102;5,88038654293956;6,20170545958748;6,14401765862862;6,00260881882533;5,81369855821635;6,02475891727093;6,02422039869865;5,93732310330867;5,92433537509459;5,99108222513566;5,98372133931814;5,99667754067577;6,02429299597067;6,08571883787165;6,10621414504482;6,03647275306814;5,94348636054753;6,07445855541236;5,97525224387512;6,17069133770679;5,98013933760458;5,98014156238636;6,08555217548573;5,96775225415147;6,04926327102717;6,2052061633628;6,05846750664076;5,93006363458092;6,01385696480657;6,0085125426066;5,99160240581482;6,00448486675318;6,20471571262576;6,16686025851708;5,97095924497288;6,12530450832801;6,07736417726443;6,05078272271271;6,00973841431608;5,94205552198859;6,20574646676586;6,27510603788776;5,89944987630814;6,18262417552904;6,11210903230447;5,94203847733303;6,07689868859339;5,98410535823113;5,97336759703934;6,01054550593877;6,20850382314839;6,3469513168194;5,76938925213547;6,0706231755917;6,09781628691918;6,02941100519878;5,74251168760031;5,94167057281638;6,07878345647477;5,92019950555396;6,06556249666494;6,13374700321862;6,02787855439907;6,15851930292181;6,02952265790574;6,0464446664608;6,13323801319978;6,09764738302256;6,20397527179678
4,2;5,97087211663087;6,05000029607548;5,9495188869158;6,2326321905054;6,25666334092246;6,24305927689751;5,98799670845306;5,98367675787908;6,13351787878447;5,94749532547331;6,10846381202462;6,1160985044431;5,78506567228357;5,97016927961169;5,94127411276795;6,06029077812515;6,01905078042337;6,02093114509008;5,98456028971284;6,02051320864477;5,96919381937422;5,84360739120383;6,23527897448806;6,07843780166399;5,92866367834801;5,94367656975004;6,00652952100808;6,27128153912821;6,07611076591152;6,33663385472145;6,3176036097513;5,90751239056218;6,23831881744771;6,15443288896599;6,01671625652535;5,8425828884741;6,01956774571952;6,01788400625721;5,9507680328404;5,93661515365882;5,96247538484309;5,99762758221276;6,01561845406527;6,06926592906191;6,10066390027492;6,11140018046138;6,06203172093645;5,92432083448353;6,1064685950558;5,96288532423424;6,15991442649875;5,96923660575033;5,98961304307326;6,10454092808575;5,9755709797837;6,06385028146704;6,24716398606139;6,07062374337028;5,92378144311089;6,05283945437054;6,02939315817163;6,00195658074683;6,01498327659719;6,24247731623368;6,22761140759195;5,96130719524409;6,12836062013941;6,10750882823302;6,0635507038793;6,00849065275816;5,96086800330064;6,23198021220015;6,29781348495281;5,91334528276579;6,19548901832052;6,11631854363292;5,94612516650095;6,10190234990211;5,97854659899868;6,0256618009406;6,01760379952732;6,24902844236612;6,37952746172525;5,77114461091234;6,08451417875383;6,09054450705939;6,04498824352471;5,73640884968445;5,95335349663789;6,06955447551415;5,93161626787436;6,06788300319182;6,16636649648894;6,04079067349617;6,16327494804858;6,01734435508598;6,06343613074154;6,1421412487411;6,14397412333078;6,21823219073854
4,3;5,96179135698487;6,08865596700341;5,96999045445921;6,24053835973662;6,27346519067446;6,28606558212734;5,99598368895482;6,00741001916331;6,110398835565;5,98863259475566;6,12637235928371;6,13869889269272;5,7802201684712;5,95098894177801;5,96373546736119;6,08127385387046;6,0324349424183;6,04689436377425;5,95844736601793;6,05096504491519;6,00671745434979;5,80962401701411;6,24337801160266;6,09702681401095;5,93302303419616;5,96941068917591;6,01009744430398;6,28391272906023;6,09843488561571;6,39743626734429;6,3467714076618;5,93159426862625;6,26116821118514;6,15124493729733;6,00701923370378;5,83214029604229;6,04577144550729;6,04041506557835;5,96569199166311;5,97218917421606;5,96967441478945;6,00179060031694;6,0280105579499;6,0687062074278;6,11321437600446;6,09570574658563;6,07947927534586;5,97846626055956;6,13064141582347;5,99270753950552;6,19168131691407;5,95014617594162;5,99958517506132;6,11367215702208;6,00908218715133;6,08110194639114;6,2869847329224;6,09974666412284;5,93030190135622;6,04653584816591;6,01528651037914;6,00914889774877;6,02479390314666;6,27773459210184;6,25303620467818;5,95657128232972;6,14177052597876;6,08531839398998;6,07806279636416;6,03485273075873;5,99088001369149;6,27427859413063;6,27251244054848;5,931182789531;6,18833094576382;6,12665765395692;5,91688908970263;6,11338267064643;5,99721156784209;6,04800065004634;6,05862093281469;6,22471802312794;6,38426663965033;5,78417308405628;6,09279738142403;6,14929226948841;6,05594284732231;5,75010340324871;5,9590768986379;6,07441417074918;5,95859038646154;6,07478858203464;6,18931006484859;6,06760456547513;6,1910332819846;6,03033020339724;6,07119878120448;6,15118673684549;6,15672842123148;6,22789956633635
4,4;5,98340241399968;6,0962330395181;5,98592557926453;6,24474368627709;6,26284664361529;6,27673402936144;6,00802348425595;5,9846635648541;6,1210390068213;5,99149109755085;6,1523748639924;6,15716637270013;5,79841630385902;5,95193250776725;5,95119253724527;6,09970824696385;6,04179472312038;6,01835951628626;5,98887548721548;6,08155226207616;6,00183981624074;5,83280210372405;6,26446696163147;6,10338243742329;5,94483491694719;5,98032518451396;6,03086221643567;6,31614465636864;6,08199096466998;6,40142467595424;6,39714966930442;5,95182286047946;6,29304433954447;6,15869514420043;6,02714510673483;5,85381090166434;6,06588012263935;6,03639587939632;5,9964674762954;5,99082691537461;6,00633632394797;6,02067284861645;6,03965893249334;6,06614452275634;6,14444518474972;6,12559603772088;6,09389584564009;5,98515446295265;6,15698828524821;5,97510731774993;6,17529340325724;5,96966582805151;6,0280624639014;6,1599225780277;6,00856249351288;6,06918810364433;6,30009102042593;6,1382871426319;5,96612670437808;6,03286331218005;6,04734993565314;6,01698947666255;5,987590908521;6,26595931031663;6,27015355887401;5,96652201476742;6,15513134006611;6,08981956394121;6,09535835785547;6,05686085212156;5,9934317397825;6,28865722420181;6,30696555483135;5,91084737436641;6,21233836992907;6,12752261214867;5,93883934138609;6,13069223393893;6,0069051822088;6,06358971011569;6,09843126239301;6,27214971022795;6,41190320401637;5,80733962360132;6,07470888617078;6,17474301201583;6,09015121023782;5,80404609904638;5,94261525693162;6,08378942106945;5,96491882291139;6,0959668485302;6,19911774999813;6,09362272971089;6,19945342691642;6,05394010311904;6,08841683803839;6,17622762707328;6,14426616178289;6,22769952423511
4,5;5,97995075419203;6,11140079371546;6,01139862950949;6,26258397039003;6,27767293721787;6,25788753494416;6,01008616496595;5,97941543664088;6,13562039110836;6,00675817363267;6,17069626389446;6,14913452124443;5,80590873619562;5,93545149171811;5,96548548467572;6,10629899954172;6,02563732968911;6,00755702713997;5,97989426652821;6,11255119285292;6,04482223879568;5,84419676840799;6,26875635372806;6,11639600235135;5,91977328127955;5,98985394066441;6,07434808476413;6,33474302938363;6,09461278644258;6,41411399376873;6,40558155655685;5,94657601535201;6,29780139040899;6,16868356419444;6,01977658614323;5,83911878046604;6,11643144860159;6,01726177663564;6,02874160126119;6,00467388352208;5,99709464132277;6,01564441561473;6,07238957744883;6,09622655487317;6,15544918445872;6,15155478600124;6,09171852416497;6,02585424249649;6,16418439688892;5,98851984439317;6,18569907741989;5,98743912037918;6,01522476854984;6,18915559392582;5,99589019034923;6,05421636431593;6,29456919125393;6,14418695157305;6,00535063154549;6,00300654737828;6,04380967241285;6,04491878940602;6,01574807524821;6,30089371957863;6,32078947715572;6,0021952987647;6,1439796461493;6,08023675734994;6,09782652521478;6,05682312550205;6,01913716002509;6,32221130394236;6,30793265447357;5,91416635433731;6,23706137226995;6,10735894391245;5,95202143877109;6,1603047797289;5,99291889242622;6,07417286395914;6,13578809388705;6,31403920702632;6,41488322966579;5,80473048274986;6,07638866037379;6,16250278119749;6,09280359984988;5,80206312776934;5,9456118485274;6,10467396435597;5,95332896696935;6,09658461225847;6,25015664114835;6,09331959402421;6,18895738674964;6,08810567838908;6,10657037446196;6,18878536934658;6,13895110271952;6,2169952345122
4,6;5,97988624667261;6,12272217836335;6,01612677873602;6,30731448930079;6,2782204228664;6,23957610620382;6,05976515648433;5,99004950159308;6,15997018470252;6,03914535289775;6,17583325789065;6,16450729043656;5,82545425031708;5,96621081242431;5,96333999962166;6,09973619573607;6,00968668859245;5,99702449421558;5,97866611345152;6,13419066194394;6,0474900283032;5,85920149542107;6,2875281030183;6,16415098645603;5,93432246884624;6,01057028007596;6,08461363854409;6,32829069024182;6,08793086915573;6,43508917278633;6,39337537194071;5,95795491343877;6,2859195500685;6,14128016732617;6,04297412738319;5,86600020131354;6,13965492431095;6,04075209545084;6,04782236575918;5,99120440230562;6,02301401872006;6,03276024954962;6,10170845574534;6,08169725740021;6,16789986706775;6,18464104230538;6,10355908443472;6,02597264630349;6,16620380610995;6,00229977779471;6,21653348204044;6,00576801721562;6,02538766068758;6,2311664220885;5,98718914116555;6,07679325103785;6,30580519507652;6,14265014806718;5,99565713674622;5,98642337692992;6,02338522161132;6,07488863690751;6,02613579024693;6,3284536185656;6,34239055620009;6,02704980653713;6,17645793250997;6,10762642643279;6,12081955981271;6,03656468467825;6,03672567281198;6,31617097727836;6,30457887690028;5,94452514544371;6,22583971789371;6,11247557741776;5,96157978313456;6,16230061944129;5,99648691267819;6,06814079522045;6,14630545276605;6,30114802526404;6,44311034736114;5,83946449780961;6,06919312548512;6,19010994495994;6,11389953479992;5,78904950042847;5,95580188137766;6,12088474211428;5,98285505174544;6,10247916893706;6,24175031741015;6,12751300193299;6,17022134562085;6,0877110531765;6,11192377328939;6,22768285117378;6,17305722522003;6,22204597558011
4,7;5,9755235124497;6,13246032159623;6,0435826071549;6,30130906826291;6,32170471268514;6,22965614362795;6,03915925289294;6,03676692414913;6,1701752334009;6,064719306571;6,15213810797897;6,20061389596502;5,86223183858937;6,00774556921356;5,9726450234716;6,09782370998939;6,01050731814426;6,02457857207201;5,98956580438097;6,15039482529188;6,048588866756;5,83929432781061;6,31464075592927;6,18492038992364;5,9744889066859;6,01961048587408;6,12141980136237;6,31492717881605;6,13722908965601;6,42685097961503;6,43235268006209;5,95788086301834;6,28720538983359;6,18307659709089;6,06360216342277;5,8613902207563;6,15937159141638;6,05332856738621;6,06764299279773;5,98055441544375;6,0224455196994;6,03787337093085;6,11667276632893;6,09568515248476;6,21302349620132;6,16482127798592;6,12408055162349;6,0451577067026;6,2006859010698;6,01285208981162;6,24173072679748;6,03851461943287;6,04845091061652;6,25057373662694;6,0092251532714;6,122405018446;6,30906129172295;6,11268289427742;5,99421377607197;5,97126032041367;6,02537850269383;6,09734225188312;6,05930633183719;6,33794760111132;6,32793896917322;6,05556650652118;6,21530857485836;6,1206439091458;6,11402536381536;6,04955076436377;6,06424786949778;6,36500769469978;6,3602578014616;5,93358882467195;6,2076660526807;6,14894346878623;5,99510958720702;6,18495789085319;5,99654586472053;6,06236657022539;6,17861118833272;6,30079475019476;6,48633624025576;5,84965201726237;6,06883862317907;6,22623454242024;6,16332622925235;5,7959431910883;5,94193863539776;6,15452632886684;6,01826153455963;6,092094231648;6,20687477175525;6,13301401463353;6,19556308453451;6,09068410080473;6,12664973204625;6,2613275879545;6,23348366023913;6,26107172679177
4,8;5,98584550184302;6,08234639677515;6,05904189717514;6,32316640093763;6,32256541809318;6,28086092498295;6,03322245306631;6,0427851298392;6,20712710401022;6,0574384995234;6,15188397454984;6,20963732633678;5,85405724954848;6,03996881336241;5,99534979205111;6,13603440098418;6,01212980663776;6,0209987774062;6,01679217843588;6,16153929385135;6,06112676266277;5,85698348666947;6,33830458991816;6,19976863641264;5,97406227320895;6,00717151300847;6,1245149074336;6,36000877609799;6,15779949466909;6,48016579700886;6,45262790032591;5,98011675270172;6,30042249570725;6,1777720455545;6,06099482951744;5,87436474410516;6,17731125236729;6,07733369396537;6,03370192366312;6,00107766748199;6,04059892815343;6,02911174171986;6,08205816656194;6,08324128458822;6,23106940953399;6,18602320951702;6,14334755399097;6,04468398550373;6,2000611283357;6,01101546536194;6,25293381060112;6,06360747083806;6,0481048694327;6,24299552735013;6,03614940975623;6,14781633330763;6,32811529636778;6,13040449225552;5,99875363848616;5,95554538700702;6,06725294051757;6,08556052640547;6,06377099109738;6,34294014269305;6,33335293131614;6,09330012857988;6,22774012623432;6,15508169902535;6,1276098364499;6,09927811776749;6,06868178594976;6,3721213447233;6,39291139068189;5,95028134858865;6,19216101844318;6,16535769296426;5,98382928942884;6,18972789901176;6,01607812774394;6,06876842429284;6,20322677719454;6,29540154924261;6,51899333303618;5,8547012170878;6,09004303834907;6,24637004166714;6,21162838167744;5,81586475225686;5,92055566711229;6,14611206298963;6,01592459639271;6,13125995261555;6,23698748174962;6,1884630708479;6,2332526897285;6,08463398228942;6,12217656243824;6,28778939001338;6,22231354678199;6,29407148718172
4,9;6,01001885982093;6,09997178695787;6,08925014321935;6,33791922643526;6,31588138704058;6,2941145027229;6,06092628047202;6,06828367543565;6,20578909152521;6,03793824265287;6,18013603670734;6,22193617045145;5,82337044515326;6,07878053526119;6,02618096895523;6,13554164491631;6,00935724861159;6,05504136144544;5,99367128119584;6,15753453532491;6,03398358058321;5,85402731408838;6,35675341521868;6,21749442732533;5,99886225438925;5,99268513099108;6,09069659664515;6,37631017828857;6,17906137057895;6,48983230673243;6,47655685601146;5,98669648756152;6,32072578644264;6,17579779329173;6,05637454718941;5,90609188825202;6,17012609711437;6,11945056321215;6,05740985517501;5,9801905827934;6,05779531725743;6,06183081669234;6,07505546220779;6,08093194434054;6,27550754722265;6,22337318275474;6,11077140106886;6,03817938875618;6,20234511184777;6,01345180920299;6,24090622940477;6,07092911006699;6,04888350268291;6,24907293176813;6,03078484426683;6,18896374995966;6,3478831656281;6,14914550988893;6,00726728962754;5,95366896192621;6,07979210275313;6,08324595605177;6,08267356582559;6,36873143604234;6,31703635999451;6,09180183169197;6,23079350972196;6,16892861597828;6,14118759040022;6,12614701064513;6,08379465943723;6,38181790941109;6,41162400306593;5,99947406393789;6,18786380091584;6,18628171763046;5,99141415517203;6,20462530857519;6,03887404370163;6,06852564864679;6,20486512503839;6,32808551579747;6,56190659067583;5,84449948034115;6,05903242621409;6,2246077136581;6,21863528905793;5,80900876297658;5,9135960976582;6,16656286909842;6,03720960637881;6,12968206125256;6,23538995837337;6,20310713858647;6,24710023431095;6,07321650867045;6,13385793963938;6,3238481642967;6,19134795035723;6,31671653190275
5;6,02096620235596;6,13417805284789;6,09635352115542;6,34723804840639;6,31500704411923;6,27288235563938;6,06177493851006;6,06689875502744;6,20904056903263;6,01085472133619;6,17008708292626;6,20641218251233;5,82317610034747;6,09635800591596;6,03122845151993;6,13876125444481;6,02034255644532;6,08545838700695;5,98928702552515;6,19835604567299;6,05034279502363;5,86846459502067;6,3768255000668;6,24061108957842;6,0453247216694;5,99875870407138;6,07465412173013;6,38382677416277;6,16273232741945;6,49249761062997;6,50192811003745;5,94593824395569;6,33237671819695;6,20291228580831;6,07820385837203;5,91001598542419;6,19057889664437;6,12711025457375;6,09899889943949;5,975317675139;6,0560238709286;6,05596850004658;6,04022005988259;6,08233268364481;6,30115702960975;6,23522483383014;6,13599698613675;6,01440901340623;6,18909566598127;5,99910382166547;6,2729561932058;6,09211990029762;6,05166514286912;6,26688373921774;6,06964060944774;6,23073670512753;6,35131612108688;6,15523271200621;6,02625321658594;5,97150436754357;6,07869265464056;6,09168388239375;6,08072269172665;6,40680421482153;6,31709630384517;6,12687151473889;6,26440434571388;6,18853594603094;6,14193427635454;6,15106947777154;6,0640915364454;6,39920289616135;6,44259226900446;6,00773677836883;6,19176084832726;6,19723122248471;5,98533344640619;6,23963925852332;6,06396143034707;6,09867670047785;6,20156716069259;6,2927411408462;6,57207657557216;5,86994205210214;6,08160532349264;6,23780904983713;6,21286883743605;5,78869314968728;5,92897976038468;6,15254194581888;6,0686457017991;6,15267148537267;6,2363567551048;6,23163544517527;6,27847162912558;6,08584396900224;6,16173469156226;6,34747811812519;6,15851761838226;6,31059596981835
5,1;6,01342183629338;6,10918898771916;6,11562746708395;6,33786782631945;6,34548174964636;6,30187805792648;6,07835453063487;6,06762163719232;6,25446994733717;6,04458592392308;6,19691112712074;6,2392538816334;5,87407610639156;6,12716563298089;6,01048528822255;6,17937893884622;6,03846774895645;6,11583379939713;6,01116199371815;6,22426804089733;6,05146905776313;5,8763065903052;6,37084265380026;6,26371430277968;6,07043393823324;6,003053562347;6,1033715272596;6,39699322410334;6,16615759698968;6,50588614498798;6,5125336031089;5,91708454371602;6,34009594953063;6,25021584737987;6,10306000941305;5,93434121456845;6,1893554781787;6,12913724008508;6,10808439580911;5,99483237974537;6,09686217119314;6,06234864237892;6,0670362032749;6,09725849200601;6,29588569158557;6,25658096588693;6,13459789477787;5,96574066631777;6,18339375667904;5,99716800326109;6,27728622123392;6,11327364065091;6,10131100234475;6,28424418800477;6,0656210443783;6,20176651571967;6,35893423286982;6,15183192948959;6,04236227161035;5,99654228596257;6,12641805842474;6,11805735745382;6,11012561699992;6,4085706215706;6,31328763552081;6,11981643109785;6,24827465924631;6,20167955262723;6,160351315198;6,17774194660134;6,08553106083152;6,39968364931156;6,43572131606558;5,99749876466562;6,17423608162102;6,19707181468716;5,99584353729028;6,25896466996229;6,0767664612546;6,09536439573855;6,18249832025246;6,312381573669;6,56896968727829;5,87925404215806;6,07031077896325;6,28619751942573;6,24731040344093;5,80420897332564;5,96498675810432;6,11513893746952;6,08013427858166;6,13079852963511;6,25860157319838;6,26463885363099;6,30136205204147;6,10507498644674;6,21434679742836;6,36107694687676;6,188264050247;6,3245747267889
5,2;6,00522093777306;6,14698475679965;6,14437190164548;6,32780707042389;6,39169600692678;6,31800421502232;6,10329968126248;6,0831434051695;6,28845879860121;6,04220755973411;6,20734966369426;6,23893764357796;5,88526469582651;6,11670963369677;6,01043555494967;6,18164710682774;6,0251048711864;6,14854845585984;6,02652006444451;6,24431231731955;6,05976509696404;5,88794396799813;6,38548912438229;6,25456571165041;6,08922446842309;6,00896088707383;6,12471690550003;6,4208621167859;6,14600168964594;6,48472612539743;6,52480910134705;5,92370199458684;6,32179586413078;6,25546462874336;6,10376437804463;5,9353450553146;6,19741362523606;6,16564165693262;6,11784403680477;5,98887038679513;6,08098793178379;6,09212710294429;6,05796197219523;6,10042597781547;6,32541577934101;6,27108237762305;6,15384234039922;5,98591841514422;6,23851537847599;5,97849360741866;6,30367298555409;6,12531433297029;6,10373991921345;6,3380812656419;6,08700472996063;6,2400330625224;6,35331763014963;6,16681392601518;6,03563767924123;6,00898966428059;6,16580940177417;6,12664662077182;6,10600992762947;6,42803991482635;6,31233729565571;6,12667438547285;6,25977129922082;6,21077834106102;6,18330936921357;6,19373712326525;6,10618608906838;6,43819195297793;6,42946818071016;6,00516907838196;6,19491971953364;6,22713281416341;6,03904126198184;6,29429416275831;6,06845898148198;6,11337705644921;6,19928040164866;6,33399270978269;6,62562611475683;5,89877859749275;6,08100461262285;6,3087100029955;6,2643744752625;5,85830368569883;5,99111529605134;6,14887562587509;6,07364475605338;6,12248079131523;6,26978699201509;6,24896957563835;6,31706124477438;6,0989964175527;6,21550660670243;6,32575793337377;6,23968547506661;6,3380453762353
5,3;6,01262700672348;6,18308722380231;6,17555290074315;6,3716276257748;6,36770143841379;6,32393921286439;6,11915282465614;6,10628908742996;6,27991460253937;6,0333844967256;6,25537458599222;6,25871614072171;5,87104536197529;6,12950038239061;6,03054831060126;6,19749812371595;6,02580069204732;6,16169040247664;6,02145465488012;6,24883741345975;6,06629388359081;5,91018395169603;6,39136979656864;6,26771691388354;6,10841159915432;6,004320513272;6,14246946624131;6,43181330584365;6,1406864719316;6,48688610793796;6,50585404981592;5,94388803887246;6,32065761856759;6,29600520588065;6,10502975365094;5,95812565638469;6,20048788366075;6,1565863779269;6,12760564135556;5,94640798610998;6,05688708642276;6,09814889037135;6,05436389541486;6,09785281155311;6,33032342467916;6,26952576028006;6,17190900671198;6,02085481428854;6,26313461355383;6,00078126890931;6,31334226042874;6,13909843238365;6,08263995392441;6,31718619463967;6,13423966099658;6,25324079764726;6,3757514236068;6,16503391439779;6,04788787557024;6,02856928999932;6,13572167119214;6,14786080679858;6,09316724279512;6,43427950538544;6,31335804533374;6,16903626447659;6,22800318148239;6,22874553402577;6,17155371810601;6,19828878933655;6,09809518766028;6,44479957332599;6,44893902925668;6,00418590303373;6,16641020156299;6,19826178755083;6,02441123015106;6,34162109933823;6,11122099892628;6,13684429244088;6,21876882261193;6,31306526386481;6,61700085608551;5,92972712208475;6,05809515777019;6,32527042959465;6,2656891942494;5,90541241425957;6,00066374038298;6,18629380932637;6,10467817670323;6,13443558169996;6,24985427039288;6,24434203311099;6,34846610221824;6,09112017347343;6,21694441338969;6,31957850168;6,2678352513015;6,34103737704981
5,4;6,00831065897127;6,19644889476496;6,21318866290177;6,40786781033349;6,38921422496568;6,35123068417337;6,13536211836341;6,13463191138844;6,32825563414399;6,04252622843865;6,22711461816221;6,27946264206347;5,88770238557561;6,16528539549721;6,02206718308297;6,21073290336438;6,05640137747881;6,16789722921184;6,0381696642753;6,27320757274138;6,07460466762106;5,92672652857288;6,41101672975372;6,29611089129967;6,11544126145419;6,01330944790378;6,16556687738297;6,47052710422817;6,16448245839482;6,50703302061842;6,50692807171605;5,95131576021769;6,31207377307744;6,29409895351272;6,105062720747;5,99407535885906;6,20601158141928;6,16872704912649;6,14114442990453;5,9633999854064;6,09161762152063;6,11002861478717;6,09311803101504;6,09012120669002;6,32939874388763;6,24604169082953;6,18344194317775;6,02955919854849;6,27553414996879;6,03677977753553;6,37846403716294;6,1473004024892;6,10769661193219;6,29644650033296;6,15487997501026;6,25416737650464;6,38603989355282;6,1722557260263;6,0572579708263;6,03580562475562;6,1597221573564;6,1774733657095;6,12570831887056;6,45503899134061;6,32646008770042;6,15141388707668;6,24238442316968;6,24128374267652;6,17816864885519;6,25753096124826;6,10731849299042;6,42274160967644;6,4749317744911;5,98469454930122;6,16919087980967;6,22390335148606;5,99748225922226;6,35393258507824;6,14502185417178;6,1725134066342;6,20141912744368;6,35975212027684;6,61016765092462;5,93018028907512;6,10755161873045;6,34491011565459;6,27117703450193;5,92137344670306;6,0178492698506;6,21361260683382;6,08803777067766;6,13877862211681;6,27534722294844;6,23215177567324;6,36063200689693;6,11280705180701;6,17953474246225;6,31684064478732;6,28569520826168;6,3656169961664
5,5;6,04237459118202;6,22787374028936;6,198683826161;6,39608968288452;6,36727779599512;6,36013859412351;6,15818489774796;6,11554793278787;6,34177778052659;6,02954419092696;6,24785606485893;6,27397127597786;5,89822150265138;6,17938008928885;6,06581442035931;6,20089976219042;6,09360058947729;6,13756739141727;6,04686980067919;6,28003976454753;6,10427968671418;5,91527552113586;6,41322346229024;6,30020878050662;6,14123278008334;6,04690916707137;6,18548732649412;6,49408300609484;6,14267884326922;6,48910756018882;6,52593942300631;5,94185625086199;6,32505882358281;6,29267352596483;6,07016701064708;5,98741120664545;6,24001567759978;6,20259637496137;6,16113898992896;5,97012991640483;6,11076561741209;6,11842217077726;6,09671140559536;6,13206541955272;6,32743993502223;6,27443946514803;6,19351157153925;6,06567560721214;6,31262211367808;6,03500697876665;6,35979156448371;6,20026636141476;6,11764473861472;6,31823332109727;6,16596100632552;6,25295402612536;6,40577100715524;6,15821442757178;6,05823387263124;6,01521776406886;6,16326371900866;6,19918845238461;6,12881637520954;6,43060487814554;6,35866724009799;6,17558675204675;6,25805817521158;6,22604323186569;6,1956643143211;6,30742429440551;6,10174683993811;6,42267404582243;6,46972963899633;5,98832868754847;6,1426165831822;6,21231561205631;5,99837571174707;6,36965106468639;6,13175803766032;6,1736908385124;6,23109622429374;6,36049825202296;6,61547182740312;5,94918158183013;6,11668818603461;6,36195516173876;6,292629417903;5,91266596292561;5,99527161798882;6,20898409802103;6,10726095603151;6,1270876474899;6,25767433188611;6,23820188749453;6,37619543804198;6,12330504241077;6,19748741363509;6,31744688307304;6,29796443501722;6,34415952264614
5,6;6,03508264154146;6,22788950271497;6,20737777259759;6,44349830175798;6,36309650719019;6,40225571151861;6,12508376662159;6,12015822872121;6,32925801773437;6,06839321529395;6,25411520111947;6,28177873102962;5,90001305649077;6,1895542301009;6,06896085227608;6,22898887366028;6,11331809794248;6,13551497863701;6,094056792089;6,27328436510532;6,13165361662819;5,89978935218487;6,3971317602345;6,32044004967306;6,13943599928425;6,03651389425048;6,20152710882599;6,51985983069648;6,15309255044118;6,4922888973663;6,5340983887901;5,9371835291547;6,34517072819021;6,26712357678032;6,0859067435475;6,02044504395933;6,22761574569449;6,20685540526306;6,18627245510954;5,97943491019754;6,13465848750792;6,13161077785527;6,07540447322821;6,11757611451041;6,33022907892691;6,28454186328154;6,22603793547839;6,03065751686968;6,3259724723283;6,02132725729902;6,36044807377888;6,20086725189434;6,12599040746457;6,31821077056517;6,18135445629203;6,25276208757637;6,41952500954345;6,1906336744516;6,03593657447886;6,02135202569054;6,15645352815624;6,22455503127178;6,18707937222434;6,41599168155892;6,36416332215573;6,1425998727952;6,22647581291965;6,21212222477103;6,2174772535725;6,31476084393044;6,09857743464894;6,42190643489283;6,48578993943676;6,01052643643801;6,13372386360301;6,23527371895637;6,00505653836611;6,39715318941651;6,10650309982717;6,1615328280174;6,24152892962882;6,3752056531833;6,62219833168859;5,98655592558772;6,11634697215878;6,37227071689835;6,32204900420292;5,9480975069163;6,01676592307762;6,21555406975176;6,13034448654364;6,13140860381845;6,25788045227426;6,21837772666561;6,41011441985229;6,13966109729648;6,19455073543975;6,3211625286119;6,30726933426794;6,33188216796934
5,7;6,07835922741283;6,19835113360058;6,21218419841357;6,44192638789662;6,36367915257182;6,410280262549;6,15247376172745;6,13547184524856;6,33983674262562;6,08524157788256;6,25737434421316;6,27047629385327;5,94870968915677;6,22406173685152;6,08267537446927;6,25732008928542;6,1477272260846;6,11892061221337;6,0701101174726;6,22762628916856;6,14805825787338;5,92814315056561;6,38216706004179;6,33261830146695;6,12908374849914;6,02525025205322;6,22607937075545;6,54939308490944;6,16344499364124;6,4840996743169;6,55958193380617;5,95884459908502;6,31455708859311;6,25569691601654;6,07075725512449;6,02902255541066;6,2341986964681;6,21585157858423;6,19466897744697;5,99877263670465;6,146294241404;6,12495032912762;6,09661801641153;6,11326918063065;6,3396778842985;6,31197139308204;6,2115040399969;6,05639063086697;6,32747200854332;6,01496235293441;6,38544669238188;6,20545772270973;6,17196323869139;6,36017746026987;6,17164497316247;6,25840204166021;6,41830005558595;6,2113976455939;6,05085730716358;6,03698245114598;6,15225756631604;6,21273824436478;6,223991172913;6,46500379521397;6,38624940680329;6,13768889170307;6,24375550807946;6,24194721613836;6,19499728099328;6,34334901249236;6,09120713165714;6,42062716046577;6,50288853468947;6,0217239631681;6,10927183827769;6,26028239694079;5,98011986004382;6,38934230105827;6,12101131461496;6,18123565072635;6,2832761961809;6,3785773915399;6,62431349048189;5,97859801608447;6,1017455862108;6,37062036860918;6,34503888936107;5,99737067758849;6,02476108866035;6,24968290341836;6,14030016352785;6,12988456974388;6,2406956993779;6,22235182602579;6,40482801587742;6,14913234752449;6,20208088920866;6,32928555427067;6,34003407316349;6,34683211718426
